Obs,gender,age,romance,scifi,horror,drama,family,action,mystery,comedy,sports
581,F,30,n,n,y,n,n,n,n,n,n
582,F,30,n,n,y,n,n,n,n,n,n
583,F,30,n,n,y,n,n,n,n,n,n
584,F,30,n,n,y,n,n,n,n,n,n
585,F,30,n,n,n,y,n,n,n,n,n
586,F,30,n,n,n,n,y,n,n,n,n
587,F,30,n,n,n,n,n,y,n,n,n
588,F,30,n,n,n,n,n,n,y,n,n
589,F,30,n,n,n,n,n,n,n,y,n
590,F,30,n,n,n,n,n,n,n,y,n
591,F,30,n,n,n,n,n,n,n,y,n
592,F,30,n,n,n,n,n,n,n,n,y
593,F,30,n,n,n,n,n,n,n,n,y
594,F,30,n,n,n,n,n,n,n,n,y
595,F,35,y,n,n,n,n,n,n,n,n
596,F,35,y,n,n,n,n,n,n,n,n
597,F,35,y,n,n,n,n,n,n,n,n
598,F,35,y,n,n,n,n,n,n,n,n
599,F,35,y,n,n,n,n,n,n,n,n
600,F,35,y,n,n,n,n,n,n,n,n
601,F,35,y,n,n,n,n,n,n,n,n
602,F,35,y,n,n,n,n,n,n,n,n
603,F,35,y,n,n,n,n,n,n,n,n
604,F,35,y,n,n,n,n,n,n,n,n
605,F,35,y,n,n,n,n,n,n,n,n
606,F,35,y,n,n,n,n,n,n,n,n
607,F,35,y,n,n,n,n,n,n,n,n
608,F,35,y,n,n,n,n,n,n,n,n
609,F,35,y,n,n,n,n,n,n,n,n
610,F,35,y,n,n,n,n,n,n,n,n
611,F,35,y,n,n,n,n,n,n,n,n
612,F,35,y,n,n,n,n,n,n,n,n
613,F,35,y,n,n,n,n,n,n,n,n
614,F,35,y,n,n,n,n,n,n,n,n
615,F,35,y,n,n,n,n,n,n,n,n
616,F,35,y,n,n,n,n,n,n,n,n
617,F,35,y,n,n,n,n,n,n,n,n
618,F,35,n,y,n,n,n,n,n,n,n
619,F,35,n,n,y,n,n,n,n,n,n
620,F,35,n,n,n,y,n,n,n,n,n
621,F,35,n,n,n,y,n,n,n,n,n
622,F,35,n,n,n,y,n,n,n,n,n
623,F,35,n,n,n,y,n,n,n,n,n
624,F,35,n,n,n,y,n,n,n,n,n
625,F,35,n,n,n,y,n,n,n,n,n
626,F,35,n,n,n,y,n,n,n,n,n
627,F,35,n,n,n,y,n,n,n,n,n
628,F,35,n,n,n,y,n,n,n,n,n
629,F,35,n,n,n,n,y,n,n,n,n
630,F,35,n,n,n,n,n,y,n,n,n
631,F,35,n,n,n,n,n,n,y,n,n
632,F,35,n,n,n,n,n,n,n,y,n
633,F,35,n,n,n,n,n,n,n,y,n
634,F,35,n,n,n,n,n,n,n,y,n
635,F,35,n,n,n,n,n,n,n,n,y
636,F,35,n,n,n,n,n,n,n,n,y
637,F,35,n,n,n,n,n,n,n,n,y
638,F,35,n,n,n,n,n,n,n,n,y
639,F,40,y,n,n,n,n,n,n,n,n
640,F,40,y,n,n,n,n,n,n,n,n
641,F,40,y,n,n,n,n,n,n,n,n
642,F,40,y,n,n,n,n,n,n,n,n
643,F,40,y,n,n,n,n,n,n,n,n
644,F,40,y,n,n,n,n,n,n,n,n
645,F,40,y,n,n,n,n,n,n,n,n
646,F,40,y,n,n,n,n,n,n,n,n
647,F,40,y,n,n,n,n,n,n,n,n
648,F,40,y,n,n,n,n,n,n,n,n
649,F,40,y,n,n,n,n,n,n,n,n
650,F,40,y,n,n,n,n,n,n,n,n
651,F,40,y,n,n,n,n,n,n,n,n
652,F,40,y,n,n,n,n,n,n,n,n
653,F,40,y,n,n,n,n,n,n,n,n
654,F,40,y,n,n,n,n,n,n,n,n
655,F,40,y,n,n,n,n,n,n,n,n
656,F,40,y,n,n,n,n,n,n,n,n
657,F,40,y,n,n,n,n,n,n,n,n
658,F,40,n,y,n,n,n,n,n,n,n
659,F,40,n,n,y,n,n,n,n,n,n
660,F,40,n,n,n,y,n,n,n,n,n
661,F,40,n,n,n,y,n,n,n,n,n
662,F,40,n,n,n,y,n,n,n,n,n
663,F,40,n,n,n,y,n,n,n,n,n
664,F,40,n,n,n,y,n,n,n,n,n
665,F,40,n,n,n,y,n,n,n,n,n
666,F,40,n,n,n,y,n,n,n,n,n
667,F,40,n,n,n,y,n,n,n,n,n
668,F,40,n,n,n,y,n,n,n,n,n
669,F,40,n,n,n,y,n,n,n,n,n
670,F,40,n,n,n,y,n,n,n,n,n
671,F,40,n,n,n,y,n,n,n,n,n
672,F,40,n,n,n,n,y,n,n,n,n
673,F,40,n,n,n,n,y,n,n,n,n
674,F,40,n,n,n,n,y,n,n,n,n
675,F,40,n,n,n,n,n,y,n,n,n
676,F,40,n,n,n,n,n,n,y,n,n
677,F,40,n,n,n,n,n,n,n,y,n
678,F,40,n,n,n,n,n,n,n,y,n
679,F,40,n,n,n,n,n,n,n,y,n
680,F,40,n,n,n,n,n,n,n,n,y
681,F,40,n,n,n,n,n,n,n,n,y
682,F,40,n,n,n,n,n,n,n,n,y
683,F,45,y,n,n,n,n,n,n,n,n
684,F,45,y,n,n,n,n,n,n,n,n
685,F,45,y,n,n,n,n,n,n,n,n
686,F,45,y,n,n,n,n,n,n,n,n
687,F,45,y,n,n,n,n,n,n,n,n
688,F,45,y,n,n,n,n,n,n,n,n
689,F,45,y,n,n,n,n,n,n,n,n
690,F,45,y,n,n,n,n,n,n,n,n
691,F,45,y,n,n,n,n,n,n,n,n
692,F,45,y,n,n,n,n,n,n,n,n
693,F,45,y,n,n,n,n,n,n,n,n
694,F,45,y,n,n,n,n,n,n,n,n
695,F,45,y,n,n,n,n,n,n,n,n
696,F,45,y,n,n,n,n,n,n,n,n
697,F,45,y,n,n,n,n,n,n,n,n
698,F,45,y,n,n,n,n,n,n,n,n
699,F,45,y,n,n,n,n,n,n,n,n
700,F,45,y,n,n,n,n,n,n,n,n
701,F,45,y,n,n,n,n,n,n,n,n
702,F,45,y,n,n,n,n,n,n,n,n
703,F,45,y,n,n,n,n,n,n,n,n
704,F,45,y,n,n,n,n,n,n,n,n
705,F,45,y,n,n,n,n,n,n,n,n
706,F,45,y,n,n,n,n,n,n,n,n
707,F,45,n,y,n,n,n,n,n,n,n
708,F,45,n,n,y,n,n,n,n,n,n
709,F,45,n,n,n,y,n,n,n,n,n
710,F,45,n,n,n,y,n,n,n,n,n
711,F,45,n,n,n,y,n,n,n,n,n
712,F,45,n,n,n,y,n,n,n,n,n
713,F,45,n,n,n,y,n,n,n,n,n
714,F,45,n,n,n,y,n,n,n,n,n
715,F,45,n,n,n,y,n,n,n,n,n
716,F,45,n,n,n,y,n,n,n,n,n
717,F,45,n,n,n,y,n,n,n,n,n
718,F,45,n,n,n,y,n,n,n,n,n
719,F,45,n,n,n,y,n,n,n,n,n
720,F,45,n,n,n,y,n,n,n,n,n
721,F,45,n,n,n,y,n,n,n,n,n
722,F,45,n,n,n,y,n,n,n,n,n
723,F,45,n,n,n,y,n,n,n,n,n
724,F,45,n,n,n,n,y,n,n,n,n
725,F,45,n,n,n,n,y,n,n,n,n
726,F,45,n,n,n,n,y,n,n,n,n
727,F,45,n,n,n,n,n,y,n,n,n
728,F,45,n,n,n,n,n,n,y,n,n
729,F,45,n,n,n,n,n,n,n,y,n
730,F,45,n,n,n,n,n,n,n,y,n
731,F,45,n,n,n,n,n,n,n,y,n
732,F,45,n,n,n,n,n,n,n,n,y
733,F,45,n,n,n,n,n,n,n,n,y
734,F,45,n,n,n,n,n,n,n,n,y
735,F,50,y,n,n,n,n,n,n,n,n
736,F,50,y,n,n,n,n,n,n,n,n
737,F,50,y,n,n,n,n,n,n,n,n
738,F,50,y,n,n,n,n,n,n,n,n
739,F,50,y,n,n,n,n,n,n,n,n
740,F,50,y,n,n,n,n,n,n,n,n
741,F,50,y,n,n,n,n,n,n,n,n
742,F,50,y,n,n,n,n,n,n,n,n
743,F,50,y,n,n,n,n,n,n,n,n
744,F,50,y,n,n,n,n,n,n,n,n
745,F,50,y,n,n,n,n,n,n,n,n
746,F,50,y,n,n,n,n,n,n,n,n
747,F,50,y,n,n,n,n,n,n,n,n
748,F,50,y,n,n,n,n,n,n,n,n
749,F,50,y,n,n,n,n,n,n,n,n
750,F,50,y,n,n,n,n,n,n,n,n
751,F,50,y,n,n,n,n,n,n,n,n
752,F,50,y,n,n,n,n,n,n,n,n
753,F,50,y,n,n,n,n,n,n,n,n
754,F,50,y,n,n,n,n,n,n,n,n
755,F,50,y,n,n,n,n,n,n,n,n
756,F,50,y,n,n,n,n,n,n,n,n
757,F,50,y,n,n,n,n,n,n,n,n
758,F,50,y,n,n,n,n,n,n,n,n
759,F,50,y,n,n,n,n,n,n,n,n
760,F,50,y,n,n,n,n,n,n,n,n
761,F,50,y,n,n,n,n,n,n,n,n
762,F,50,y,n,n,n,n,n,n,n,n
763,F,50,y,n,n,n,n,n,n,n,n
764,F,50,y,n,n,n,n,n,n,n,n
765,F,50,y,n,n,n,n,n,n,n,n
766,F,50,y,n,n,n,n,n,n,n,n
767,F,50,n,y,n,n,n,n,n,n,n
768,F,50,n,n,y,n,n,n,n,n,n
769,F,50,n,n,n,y,n,n,n,n,n
770,F,50,n,n,n,y,n,n,n,n,n
771,F,50,n,n,n,y,n,n,n,n,n
772,F,50,n,n,n,y,n,n,n,n,n
773,F,50,n,n,n,y,n,n,n,n,n
774,F,50,n,n,n,y,n,n,n,n,n
775,F,50,n,n,n,y,n,n,n,n,n
776,F,50,n,n,n,y,n,n,n,n,n
777,F,50,n,n,n,y,n,n,n,n,n
778,F,50,n,n,n,y,n,n,n,n,n
779,F,50,n,n,n,y,n,n,n,n,n
780,F,50,n,n,n,y,n,n,n,n,n
781,F,50,n,n,n,y,n,n,n,n,n
782,F,50,n,n,n,y,n,n,n,n,n
783,F,50,n,n,n,y,n,n,n,n,n
784,F,50,n,n,n,y,n,n,n,n,n
785,F,50,n,n,n,y,n,n,n,n,n
786,F,50,n,n,n,y,n,n,n,n,n
787,F,50,n,n,n,y,n,n,n,n,n
788,F,50,n,n,n,y,n,n,n,n,n
789,F,50,n,n,n,y,n,n,n,n,n
790,F,50,n,n,n,y,n,n,n,n,n
791,F,50,n,n,n,y,n,n,n,n,n
792,F,50,n,n,n,n,y,n,n,n,n
793,F,50,n,n,n,n,y,n,n,n,n
794,F,50,n,n,n,n,y,n,n,n,n
795,F,50,n,n,n,n,y,n,n,n,n
796,F,50,n,n,n,n,y,n,n,n,n
797,F,50,n,n,n,n,y,n,n,n,n
798,F,50,n,n,n,n,n,y,n,n,n
799,F,50,n,n,n,n,n,n,y,n,n
800,F,50,n,n,n,n,n,n,y,n,n
801,F,50,n,n,n,n,n,n,y,n,n
802,F,50,n,n,n,n,n,n,y,n,n
803,F,50,n,n,n,n,n,n,n,y,n
804,F,50,n,n,n,n,n,n,n,y,n
805,F,50,n,n,n,n,n,n,n,y,n
806,F,50,n,n,n,n,n,n,n,y,n
807,F,50,n,n,n,n,n,n,n,n,y
808,F,50,n,n,n,n,n,n,n,n,y
809,F,50,n,n,n,n,n,n,n,n,y
810,F,50,n,n,n,n,n,n,n,n,y
811,F,50,n,n,n,n,n,n,n,n,y
812,F,50,n,n,n,n,n,n,n,n,y
813,F,50,n,n,n,n,n,n,n,n,y
814,F,50,n,n,n,n,n,n,n,n,y
815,F,50,n,n,n,n,n,n,n,n,y
816,F,50,n,n,n,n,n,n,n,n,y
817,F,50,n,n,n,n,n,n,n,n,y
818,F,50,n,n,n,n,n,n,n,n,y
819,F,50,n,n,n,n,n,n,n,n,y
820,F,50,n,n,n,n,n,n,n,n,y
821,F,50,n,n,n,n,n,n,n,n,y
822,F,50,n,n,n,n,n,n,n,n,y
823,F,50,n,n,n,n,n,n,n,n,y
824,F,50,n,n,n,n,n,n,n,n,y
825,F,50,n,n,n,n,n,n,n,n,y
826,F,50,n,n,n,n,n,n,n,n,y
827,F,50,n,n,n,n,n,n,n,n,y
828,F,50,n,n,n,n,n,n,n,n,y
829,F,50,n,n,n,n,n,n,n,n,y
830,F,50,n,n,n,n,n,n,n,n,y
831,F,50,n,n,n,n,n,n,n,n,y
832,F,55,y,n,n,n,n,n,n,n,n
833,F,55,y,n,n,n,n,n,n,n,n
834,F,55,y,n,n,n,n,n,n,n,n
835,F,55,y,n,n,n,n,n,n,n,n
836,F,55,y,n,n,n,n,n,n,n,n
837,F,55,y,n,n,n,n,n,n,n,n
838,F,55,y,n,n,n,n,n,n,n,n
839,F,55,y,n,n,n,n,n,n,n,n
840,F,55,y,n,n,n,n,n,n,n,n
841,F,55,y,n,n,n,n,n,n,n,n
842,F,55,y,n,n,n,n,n,n,n,n
843,F,55,y,n,n,n,n,n,n,n,n
844,F,55,y,n,n,n,n,n,n,n,n
845,F,55,y,n,n,n,n,n,n,n,n
846,F,55,y,n,n,n,n,n,n,n,n
847,F,55,y,n,n,n,n,n,n,n,n
848,F,55,y,n,n,n,n,n,n,n,n
849,F,55,y,n,n,n,n,n,n,n,n
850,F,55,y,n,n,n,n,n,n,n,n
851,F,55,y,n,n,n,n,n,n,n,n
852,F,55,y,n,n,n,n,n,n,n,n
853,F,55,y,n,n,n,n,n,n,n,n
854,F,55,y,n,n,n,n,n,n,n,n
855,F,55,y,n,n,n,n,n,n,n,n
856,F,55,y,n,n,n,n,n,n,n,n
857,F,55,n,y,n,n,n,n,n,n,n
858,F,55,n,n,y,n,n,n,n,n,n
859,F,55,n,n,n,y,n,n,n,n,n
860,F,55,n,n,n,y,n,n,n,n,n
861,F,55,n,n,n,y,n,n,n,n,n
862,F,55,n,n,n,y,n,n,n,n,n
863,F,55,n,n,n,y,n,n,n,n,n
864,F,55,n,n,n,y,n,n,n,n,n
865,F,55,n,n,n,y,n,n,n,n,n
866,F,55,n,n,n,y,n,n,n,n,n
867,F,55,n,n,n,y,n,n,n,n,n
868,F,55,n,n,n,y,n,n,n,n,n
869,F,55,n,n,n,y,n,n,n,n,n
870,F,55,n,n,n,y,n,n,n,n,n
871,F,55,n,n,n,y,n,n,n,n,n
872,F,55,n,n,n,y,n,n,n,n,n
873,F,55,n,n,n,y,n,n,n,n,n
874,F,55,n,n,n,y,n,n,n,n,n
875,F,55,n,n,n,y,n,n,n,n,n
876,F,55,n,n,n,y,n,n,n,n,n
877,F,55,n,n,n,n,y,n,n,n,n
878,F,55,n,n,n,n,y,n,n,n,n
879,F,55,n,n,n,n,y,n,n,n,n
880,F,55,n,n,n,n,y,n,n,n,n
881,F,55,n,n,n,n,y,n,n,n,n
882,F,55,n,n,n,n,y,n,n,n,n
883,F,55,n,n,n,n,n,y,n,n,n
884,F,55,n,n,n,n,n,n,y,n,n
885,F,55,n,n,n,n,n,n,n,y,n
886,F,55,n,n,n,n,n,n,n,y,n
887,F,55,n,n,n,n,n,n,n,y,n
888,F,55,n,n,n,n,n,n,n,n,y
889,F,55,n,n,n,n,n,n,n,n,y
890,F,55,n,n,n,n,n,n,n,n,y
891,F,60,y,n,n,n,n,n,n,n,n
892,F,60,y,n,n,n,n,n,n,n,n
893,F,60,y,n,n,n,n,n,n,n,n
894,F,60,y,n,n,n,n,n,n,n,n
895,F,60,y,n,n,n,n,n,n,n,n
896,F,60,y,n,n,n,n,n,n,n,n
897,F,60,y,n,n,n,n,n,n,n,n
898,F,60,y,n,n,n,n,n,n,n,n
899,F,60,y,n,n,n,n,n,n,n,n
900,F,60,y,n,n,n,n,n,n,n,n
901,F,60,y,n,n,n,n,n,n,n,n
902,F,60,y,n,n,n,n,n,n,n,n
903,F,60,y,n,n,n,n,n,n,n,n
904,F,60,y,n,n,n,n,n,n,n,n
905,F,60,y,n,n,n,n,n,n,n,n
906,F,60,y,n,n,n,n,n,n,n,n
907,F,60,y,n,n,n,n,n,n,n,n
908,F,60,y,n,n,n,n,n,n,n,n
909,F,60,y,n,n,n,n,n,n,n,n
910,F,60,y,n,n,n,n,n,n,n,n
911,F,60,y,n,n,n,n,n,n,n,n
912,F,60,y,n,n,n,n,n,n,n,n
913,F,60,y,n,n,n,n,n,n,n,n
914,F,60,y,n,n,n,n,n,n,n,n
915,F,60,y,n,n,n,n,n,n,n,n
916,F,60,y,n,n,n,n,n,n,n,n
917,F,60,y,n,n,n,n,n,n,n,n
918,F,60,y,n,n,n,n,n,n,n,n
919,F,60,n,y,n,n,n,n,n,n,n
920,F,60,n,n,y,n,n,n,n,n,n
921,F,60,n,n,n,y,n,n,n,n,n
922,F,60,n,n,n,y,n,n,n,n,n
923,F,60,n,n,n,y,n,n,n,n,n
924,F,60,n,n,n,y,n,n,n,n,n
925,F,60,n,n,n,y,n,n,n,n,n
926,F,60,n,n,n,y,n,n,n,n,n
927,F,60,n,n,n,y,n,n,n,n,n
928,F,60,n,n,n,y,n,n,n,n,n
929,F,60,n,n,n,y,n,n,n,n,n
930,F,60,n,n,n,y,n,n,n,n,n
931,F,60,n,n,n,y,n,n,n,n,n
932,F,60,n,n,n,y,n,n,n,n,n
933,F,60,n,n,n,y,n,n,n,n,n
934,F,60,n,n,n,y,n,n,n,n,n
935,F,60,n,n,n,y,n,n,n,n,n
936,F,60,n,n,n,y,n,n,n,n,n
937,F,60,n,n,n,y,n,n,n,n,n
938,F,60,n,n,n,y,n,n,n,n,n
939,F,60,n,n,n,y,n,n,n,n,n
940,F,60,n,n,n,y,n,n,n,n,n
941,F,60,n,n,n,y,n,n,n,n,n
942,F,60,n,n,n,y,n,n,n,n,n
943,F,60,n,n,n,y,n,n,n,n,n
944,F,60,n,n,n,y,n,n,n,n,n
945,F,60,n,n,n,n,y,n,n,n,n
946,F,60,n,n,n,n,y,n,n,n,n
947,F,60,n,n,n,n,y,n,n,n,n
948,F,60,n,n,n,n,y,n,n,n,n
949,F,60,n,n,n,n,y,n,n,n,n
950,F,60,n,n,n,n,y,n,n,n,n
951,F,60,n,n,n,n,y,n,n,n,n
952,F,60,n,n,n,n,y,n,n,n,n
953,F,60,n,n,n,n,n,y,n,n,n
954,F,60,n,n,n,n,n,n,y,n,n
955,F,60,n,n,n,n,n,n,n,y,n
956,F,60,n,n,n,n,n,n,n,y,n
957,F,60,n,n,n,n,n,n,n,y,n
958,F,60,n,n,n,n,n,n,n,y,n
959,F,60,n,n,n,n,n,n,n,y,n
960,F,60,n,n,n,n,n,n,n,n,y
961,F,60,n,n,n,n,n,n,n,n,y
962,F,60,n,n,n,n,n,n,n,n,y
963,F,60,n,n,n,n,n,n,n,n,y
964,F,65,y,n,n,n,n,n,n,n,n
965,F,65,y,n,n,n,n,n,n,n,n
966,F,65,y,n,n,n,n,n,n,n,n
967,F,65,y,n,n,n,n,n,n,n,n
968,F,65,y,n,n,n,n,n,n,n,n
969,F,65,y,n,n,n,n,n,n,n,n
970,F,65,y,n,n,n,n,n,n,n,n
971,F,65,y,n,n,n,n,n,n,n,n
972,F,65,y,n,n,n,n,n,n,n,n
973,F,65,y,n,n,n,n,n,n,n,n
974,F,65,y,n,n,n,n,n,n,n,n
975,F,65,y,n,n,n,n,n,n,n,n
976,F,65,y,n,n,n,n,n,n,n,n
977,F,65,y,n,n,n,n,n,n,n,n
978,F,65,y,n,n,n,n,n,n,n,n
979,F,65,y,n,n,n,n,n,n,n,n
980,F,65,y,n,n,n,n,n,n,n,n
981,F,65,y,n,n,n,n,n,n,n,n
982,F,65,y,n,n,n,n,n,n,n,n
983,F,65,y,n,n,n,n,n,n,n,n
984,F,65,y,n,n,n,n,n,n,n,n
985,F,65,y,n,n,n,n,n,n,n,n
986,F,65,y,n,n,n,n,n,n,n,n
987,F,65,y,n,n,n,n,n,n,n,n
988,F,65,y,n,n,n,n,n,n,n,n
989,F,65,n,y,n,n,n,n,n,n,n
990,F,65,n,n,y,n,n,n,n,n,n
991,F,65,n,n,n,y,n,n,n,n,n
992,F,65,n,n,n,y,n,n,n,n,n
993,F,65,n,n,n,y,n,n,n,n,n
994,F,65,n,n,n,y,n,n,n,n,n
995,F,65,n,n,n,y,n,n,n,n,n
996,F,65,n,n,n,y,n,n,n,n,n
997,F,65,n,n,n,y,n,n,n,n,n
998,F,65,n,n,n,y,n,n,n,n,n
999,F,65,n,n,n,y,n,n,n,n,n
1000,F,65,n,n,n,y,n,n,n,n,n
1001,F,65,n,n,n,y,n,n,n,n,n
1002,F,65,n,n,n,y,n,n,n,n,n
1003,F,65,n,n,n,y,n,n,n,n,n
1004,F,65,n,n,n,y,n,n,n,n,n
1005,F,65,n,n,n,y,n,n,n,n,n
1006,F,65,n,n,n,y,n,n,n,n,n
1007,F,65,n,n,n,y,n,n,n,n,n
1008,F,65,n,n,n,y,n,n,n,n,n
1009,F,65,n,n,n,y,n,n,n,n,n
1010,F,65,n,n,n,y,n,n,n,n,n
1011,F,65,n,n,n,y,n,n,n,n,n
1012,F,65,n,n,n,y,n,n,n,n,n
1013,F,65,n,n,n,y,n,n,n,n,n
1014,F,65,n,n,n,y,n,n,n,n,n
1015,F,65,n,n,n,y,n,n,n,n,n
1016,F,65,n,n,n,y,n,n,n,n,n
1017,F,65,n,n,n,y,n,n,n,n,n
1018,F,65,n,n,n,n,y,n,n,n,n
1019,F,65,n,n,n,n,y,n,n,n,n
1020,F,65,n,n,n,n,y,n,n,n,n
1021,F,65,n,n,n,n,y,n,n,n,n
1022,F,65,n,n,n,n,y,n,n,n,n
1023,F,65,n,n,n,n,y,n,n,n,n
1024,F,65,n,n,n,n,y,n,n,n,n
1025,F,65,n,n,n,n,y,n,n,n,n
1026,F,65,n,n,n,n,y,n,n,n,n
1027,F,65,n,n,n,n,n,y,n,n,n
1028,F,65,n,n,n,n,n,n,y,n,n
1029,F,65,n,n,n,n,n,n,n,y,n
1030,F,65,n,n,n,n,n,n,n,y,n
1031,F,65,n,n,n,n,n,n,n,y,n
1032,F,65,n,n,n,n,n,n,n,y,n
1033,F,65,n,n,n,n,n,n,n,y,n
1034,F,65,n,n,n,n,n,n,n,n,y
1035,F,65,n,n,n,n,n,n,n,n,y
1036,F,65,n,n,n,n,n,n,n,n,y
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,y,n,n,n,n,n,n,n,n
,M,20,n,y,n,n,n,n,n,n,n
,M,20,n,n,y,n,n,n,n,n,n
,M,20,n,n,y,n,n,n,n,n,n
,M,20,n,n,y,n,n,n,n,n,n
,M,20,n,n,y,n,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,y,n,n,n,n,n
,M,20,n,n,n,n,y,n,n,n,n
,M,20,n,n,n,n,n,y,n,n,n
,M,20,n,n,n,n,n,y,n,n,n
,M,20,n,n,n,n,n,y,n,n,n
,M,20,n,n,n,n,n,y,n,n,n
,M,20,n,n,n,n,n,y,n,n,n
,M,20,n,n,n,n,n,y,n,n,n
,M,20,n,n,n,n,n,n,y,n,n
,M,20,n,n,n,n,n,n,n,y,n
,M,20,n,n,n,n,n,n,n,y,n
,M,20,n,n,n,n,n,n,n,n,y
,M,20,n,n,n,n,n,n,n,n,y
,M,20,n,n,n,n,n,n,n,n,y
,M,20,n,n,n,n,n,n,n,n,y
,M,25,n,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,y,n,n,n,n,n,n,n,n
,M,25,n,n,y,n,n,n,n,n,n
,M,25,n,n,y,n,n,n,n,n,n
,M,25,n,n,y,n,n,n,n,n,n
,M,25,n,n,y,n,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,y,n,n,n,n,n
,M,25,n,n,n,n,y,n,n,n,n
,M,25,n,n,n,n,n,y,n,n,n
,M,25,n,n,n,n,n,y,n,n,n
,M,25,n,n,n,n,n,y,n,n,n
,M,25,n,n,n,n,n,y,n,n,n
,M,25,n,n,n,n,n,y,n,n,n
,M,25,n,n,n,n,n,n,y,n,n
,M,25,n,n,n,n,n,n,n,y,n
,M,25,n,n,n,n,n,n,n,y,n
,M,25,n,n,n,n,n,n,n,n,y
,M,25,n,n,n,n,n,n,n,n,y
,M,25,n,n,n,n,n,n,n,n,y
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,y,n,n,n,n,n,n,n,n
,M,30,n,n,y,n,n,n,n,n,n
,M,30,n,n,y,n,n,n,n,n,n
,M,30,n,n,y,n,n,n,n,n,n
,M,30,n,n,y,n,n,n,n,n,n
,M,30,n,n,y,n,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,y,n,n,n,n,n
,M,30,n,n,n,n,y,n,n,n,n
